,userid,event_name,event_attributes,event_created_date,Subscription Premium Cancel,last date Subscription Premium Cancel,last date Subscription Premium Renew,Membership YM,2 days had not passedSubscription Premium Renew
12696,b87680fcd7591ef94bcb007279bb21b3,Subscription Premium Renew,"{'Start Date': '2022-02-23', 'Renewal Date': '2023-02-23', 'Membership Type': 'Yearly'}",2022-02-22 01:15:33,0,2022-04-16 20:50:39,2022-02-22 01:15:33,1,0
12724,b8cdde221aae75d37c0996c030e05521,Subscription Premium Renew,"{'Start Date': '2022-02-09', 'Renewal Date': '2022-03-09', 'Membership Type': 'Monthly'}",2022-02-08 01:06:29,0,2022-04-16 20:50:39,2022-04-08 01:11:02,0,0
12739,b8cdde221aae75d37c0996c030e05521,Subscription Premium Renew,"{'Start Date': '2022-03-09', 'Renewal Date': '2022-04-09', 'Membership Type': 'Monthly'}",2022-03-08 01:10:04,0,2022-04-16 20:50:39,2022-04-08 01:11:02,0,0
12742,b8cdde221aae75d37c0996c030e05521,Subscription Premium Renew,"{'Start Date': '2022-04-09', 'Renewal Date': '2022-05-09', 'Membership Type': 'Monthly'}",2022-04-08 01:11:02,0,2022-04-16 20:50:39,2022-04-08 01:11:02,0,0
12836,bbd81df0ff701b061fabe28619003465,Subscription Premium Renew,"{'Start Date': '2022-02-14', 'Renewal Date': '2022-03-14', 'Membership Type': 'Monthly'}",2022-02-13 01:01:17,0,2022-04-16 20:50:39,2022-04-13 01:14:27,0,0
12839,bbd81df0ff701b061fabe28619003465,Subscription Premium Renew,"{'Start Date': '2022-03-14', 'Renewal Date': '2022-04-14', 'Membership Type': 'Monthly'}",2022-03-13 01:08:37,0,2022-04-16 20:50:39,2022-04-13 01:14:27,0,0
12840,bbd81df0ff701b061fabe28619003465,Subscription Premium Renew,"{'Start Date': '2022-04-14', 'Renewal Date': '2022-05-14', 'Membership Type': 'Monthly'}",2022-04-13 01:14:27,0,2022-04-16 20:50:39,2022-04-13 01:14:27,0,0
12899,bdec393e520e188e2fafa7c829c94000,Subscription Premium Renew,"{'Start Date': '2022-02-22', 'Renewal Date': '2022-03-22', 'Membership Type': 'Monthly'}",2022-02-21 01:16:15,0,2022-04-16 20:50:39,2022-03-21 01:10:01,0,0
12902,bdec393e520e188e2fafa7c829c94000,Subscription Premium Renew,"{'Start Date': '2022-03-22', 'Renewal Date': '2022-04-22', 'Membership Type': 'Monthly'}",2022-03-21 01:10:01,0,2022-04-16 20:50:39,2022-03-21 01:10:01,0,0
12935,bf09c5c7ec55abb5bb327817f0f115f5,Subscription Premium Renew,"{'Start Date': '2022-02-18', 'Renewal Date': '2022-03-18', 'Membership Type': 'Monthly'}",2022-02-17 01:07:46,0,2022-04-16 20:50:39,2022-03-17 01:08:38,0,0
12936,bf09c5c7ec55abb5bb327817f0f115f5,Subscription Premium Renew,"{'Start Date': '2022-03-18', 'Renewal Date': '2022-04-18', 'Membership Type': 'Monthly'}",2022-03-17 01:08:38,0,2022-04-16 20:50:39,2022-03-17 01:08:38,0,0
13138,c0b5d24cf149f2eca81332ead49a4108,Subscription Premium Renew,"{'Start Date': '2022-03-12', 'Renewal Date': '2022-04-12', 'Membership Type': 'Monthly'}",2022-03-11 01:12:59,1,2022-03-22 09:48:27,2022-03-11 01:12:59,0,0
13386,c3d3505329701091e6ffc9364eca0e4d,Subscription Premium Renew,"{'Start Date': '2022-04-05', 'Renewal Date': '2022-05-05', 'Membership Type': 'Monthly'}",2022-04-04 01:15:32,0,2022-04-16 20:50:39,2022-04-04 01:15:32,0,0
13436,c67290d72ec2974aba0f3975c1773405,Subscription Premium Renew,"{'Start Date': '2022-02-17', 'Renewal Date': '2022-03-17', 'Membership Type': 'Monthly'}",2022-02-16 01:13:21,0,2022-04-16 20:50:39,2022-02-16 01:13:21,0,0
13443,c67bc949be8e2bc19bd5f1caab790d29,Subscription Premium Renew,"{'Start Date': '2022-03-03', 'Renewal Date': '2023-03-03', 'Membership Type': 'Yearly'}",2022-03-02 01:31:37,0,2022-04-16 20:50:39,2022-03-02 01:31:37,1,0
13548,c8d4d395f6b45f1ddd6ab9f29180f54a,Subscription Premium Renew,"{'Start Date': '2022-02-10', 'Renewal Date': '2023-02-10', 'Membership Type': 'Yearly'}",2022-02-09 01:12:20,0,2022-04-16 20:50:39,2022-02-09 01:12:20,1,0
13629,c952231e6ea12e2bdd6f735453422008,Subscription Premium Renew,"{'Start Date': '2022-03-26', 'Renewal Date': '2023-03-26', 'Membership Type': 'Yearly'}",2022-03-25 02:02:05,1,2022-04-07 14:05:01,2022-03-25 02:02:05,1,0
13766,ccfc868a3b67037fe3e90dfd1e867d2d,Subscription Premium Renew,"{'Start Date': '2022-04-06', 'Renewal Date': '2022-05-06', 'Membership Type': 'Monthly'}",2022-04-05 01:15:38,0,2022-04-16 20:50:39,2022-04-05 01:15:38,0,0
13776,cd1438144a68cb7599bae36706b5038c,Subscription Premium Renew,"{'Start Date': '2022-02-23', 'Renewal Date': '2022-03-23', 'Membership Type': 'Monthly'}",2022-02-22 01:15:34,0,2022-04-16 20:50:39,2022-03-22 01:10:30,0,0
13778,cd1438144a68cb7599bae36706b5038c,Subscription Premium Renew,"{'Start Date': '2022-03-23', 'Renewal Date': '2022-04-23', 'Membership Type': 'Monthly'}",2022-03-22 01:10:30,0,2022-04-16 20:50:39,2022-03-22 01:10:30,0,0
13825,ce1f9af4fb19ff87ef17e2ae6ff1a45a,Subscription Premium Renew,"{'Start Date': '2022-03-22', 'Renewal Date': '2022-04-22', 'Membership Type': 'Monthly'}",2022-03-21 01:14:08,0,2022-04-16 20:50:39,2022-03-21 01:14:08,0,0
14133,d04c4b4b8575810181130be5d134470a,Subscription Premium Renew,"{'Start Date': '2022-02-08', 'Renewal Date': '2023-02-08', 'Membership Type': 'Yearly'}",2022-02-07 02:26:01,0,2022-04-16 20:50:39,2022-02-07 02:26:01,1,0
14151,d112222b18819efd56f5861a1f602ed2,Subscription Premium Renew,"{'Start Date': '2022-02-22', 'Renewal Date': '2023-02-22', 'Membership Type': 'Yearly'}",2022-02-21 01:17:20,0,2022-04-16 20:50:39,2022-02-21 01:17:20,1,0
14163,d13cf0b65d1701596269c4000bf647b8,Subscription Premium Renew,"{'Start Date': '2022-02-02', 'Renewal Date': '2023-02-02', 'Membership Type': 'Yearly'}",2022-02-01 01:16:34,1,2022-02-13 00:06:32,2022-02-01 01:16:34,1,0
14187,d197ed66d9d7d56a95492fd6df0814c9,Subscription Premium Renew,"{'Start Date': '2022-03-09', 'Renewal Date': '2022-04-09', 'Membership Type': 'Monthly'}",2022-03-08 01:05:35,0,2022-04-16 20:50:39,2022-04-08 01:13:12,0,0
14188,d197ed66d9d7d56a95492fd6df0814c9,Subscription Premium Renew,"{'Start Date': '2022-04-09', 'Renewal Date': '2022-05-09', 'Membership Type': 'Monthly'}",2022-04-08 01:13:12,0,2022-04-16 20:50:39,2022-04-08 01:13:12,0,0
14254,d237ae5d89292fa9aaf6c0ac59d4ec58,Subscription Premium Renew,"{'Start Date': '2022-04-05', 'Renewal Date': '2022-05-05', 'Membership Type': 'Monthly'}",2022-04-04 01:15:32,0,2022-04-16 20:50:39,2022-04-04 01:15:32,0,0
14267,d263f69b765106b7790f098edb49f17b,Subscription Premium Renew,"{'Start Date': '2022-03-20', 'Renewal Date': '2023-03-20', 'Membership Type': 'Yearly'}",2022-03-19 01:58:38,1,2022-03-29 18:36:31,2022-03-19 01:58:38,1,0
14316,d33d34f46cf73763cd4af49ec35c8823,Subscription Premium Renew,"{'Start Date': '2022-04-04', 'Renewal Date': '2022-05-04', 'Membership Type': 'Monthly'}",2022-04-03 01:20:29,0,2022-04-16 20:50:39,2022-04-03 01:20:29,0,0
14325,d3d51e2fd28f62d02e93f3aae6179246,Subscription Premium Renew,"{'Start Date': '2022-02-06', 'Renewal Date': '2022-03-06', 'Membership Type': 'Monthly'}",2022-02-05 01:09:52,0,2022-04-16 20:50:39,2022-04-05 01:10:05,0,0
14328,d3d51e2fd28f62d02e93f3aae6179246,Subscription Premium Renew,"{'Start Date': '2022-03-06', 'Renewal Date': '2022-04-06', 'Membership Type': 'Monthly'}",2022-03-05 01:05:04,0,2022-04-16 20:50:39,2022-04-05 01:10:05,0,0
14329,d3d51e2fd28f62d02e93f3aae6179246,Subscription Premium Renew,"{'Start Date': '2022-04-06', 'Renewal Date': '2022-05-06', 'Membership Type': 'Monthly'}",2022-04-05 01:10:05,0,2022-04-16 20:50:39,2022-04-05 01:10:05,0,0
14344,d3f7cb54e2f003e58da91be561668fff,Subscription Premium Renew,"{'Start Date': '2022-03-19', 'Renewal Date': '2023-03-19', 'Membership Type': 'Yearly'}",2022-03-18 01:10:24,0,2022-04-16 20:50:39,2022-03-18 01:10:24,1,0
14372,d45e2d7aff34467ca7abdf1331a5ad6e,Subscription Premium Renew,"{'Start Date': '2022-02-22', 'Renewal Date': '2023-02-22', 'Membership Type': 'Yearly'}",2022-02-21 01:14:09,0,2022-04-16 20:50:39,2022-02-21 01:14:09,1,0
14408,d5db42956fe1b7085365599f3937e0f8,Subscription Premium Renew,"{'Start Date': '2022-02-10', 'Renewal Date': '2023-02-10', 'Membership Type': 'Yearly'}",2022-02-09 01:12:21,0,2022-04-16 20:50:39,2022-02-09 01:12:21,1,0
14514,d71492286214a66398901a7ad5ac2db4,Subscription Premium Renew,"{'Start Date': '2022-03-06', 'Renewal Date': '2023-03-06', 'Membership Type': 'Yearly'}",2022-03-05 01:31:07,0,2022-04-16 20:50:39,2022-03-05 01:31:07,1,0
14637,d97569a26b47b089e4ab0bce7012a12e,Subscription Premium Renew,"{'Start Date': '2022-03-12', 'Renewal Date': '2022-04-12', 'Membership Type': 'Monthly'}",2022-03-11 01:12:59,0,2022-04-16 20:50:39,2022-04-11 01:12:32,0,0
14639,d97569a26b47b089e4ab0bce7012a12e,Subscription Premium Renew,"{'Start Date': '2022-04-12', 'Renewal Date': '2022-05-12', 'Membership Type': 'Monthly'}",2022-04-11 01:12:32,0,2022-04-16 20:50:39,2022-04-11 01:12:32,0,0
14828,dd05a78146115c9fedb48b48aa75e12f,Subscription Premium Renew,"{'Start Date': '2022-04-11', 'Renewal Date': '2022-05-11', 'Membership Type': 'Monthly'}",2022-04-10 01:16:58,0,2022-04-16 20:50:39,2022-04-10 01:16:58,0,0
15110,dd67e2a1ebc249ec66f7db46e29bba02,Subscription Premium Renew,"{'Start Date': '2022-02-09', 'Renewal Date': '2023-02-09', 'Membership Type': 'Yearly'}",2022-02-08 01:08:31,0,2022-04-16 20:50:39,2022-02-08 01:08:31,1,0
15211,ded623087a5397c3b253bc9be270517b,Subscription Premium Renew,"{'Start Date': '2022-02-12', 'Renewal Date': '2023-02-12', 'Membership Type': 'Yearly'}",2022-02-11 01:15:32,0,2022-04-16 20:50:39,2022-02-11 01:15:32,1,0
15325,dfff4d710576db6b7a1382116f9668ca,Subscription Premium Renew,"{'Start Date': '2022-04-13', 'Renewal Date': '2022-05-13', 'Membership Type': 'Monthly'}",2022-04-12 01:16:26,0,2022-04-16 20:50:39,2022-04-12 01:16:26,0,0
15399,e29fddc5ec21d3c8d5caec352f5c82c2,Subscription Premium Renew,"{'Start Date': '2022-02-07', 'Renewal Date': '2023-02-07', 'Membership Type': 'Yearly'}",2022-02-06 01:13:38,0,2022-04-16 20:50:39,2022-02-06 01:13:38,1,0
15431,e4129c79c4a3c44ad671ba2e6d368122,Subscription Premium Renew,"{'Start Date': '2022-03-22', 'Renewal Date': '2022-04-22', 'Membership Type': 'Monthly'}",2022-03-21 01:14:08,0,2022-04-16 20:50:39,2022-03-21 01:14:08,0,0
15544,e4d57f979e61c8e96675905da8cb2994,Subscription Premium Renew,"{'Start Date': '2022-03-22', 'Renewal Date': '2023-03-22', 'Membership Type': 'Yearly'}",2022-03-21 01:14:09,1,2022-03-24 13:34:26,2022-03-21 01:14:09,1,0
15590,e4d75e834cb12ce84d383ef6cae8e583,Subscription Premium Renew,"{'Start Date': '2022-04-14', 'Renewal Date': '2022-05-14', 'Membership Type': 'Monthly'}",2022-04-13 01:19:39,0,2022-04-16 20:50:39,2022-04-13 01:19:39,0,0
15619,e5d91833609309d75bf3d081cb8e4503,Subscription Premium Renew,"{'Start Date': '2022-03-13', 'Renewal Date': '2022-04-13', 'Membership Type': 'Monthly'}",2022-03-12 01:12:35,0,2022-04-16 20:50:39,2022-04-12 01:15:24,0,0
15625,e5d91833609309d75bf3d081cb8e4503,Subscription Premium Renew,"{'Start Date': '2022-04-13', 'Renewal Date': '2022-05-13', 'Membership Type': 'Monthly'}",2022-04-12 01:15:24,0,2022-04-16 20:50:39,2022-04-12 01:15:24,0,0
15690,e70654075208a58e8b25b04d054da26d,Subscription Premium Renew,"{'Start Date': '2022-02-14', 'Renewal Date': '2023-02-14', 'Membership Type': 'Yearly'}",2022-02-13 01:13:02,0,2022-04-16 20:50:39,2022-02-13 01:13:02,1,0
15704,e7092b06ed5cd432a07f268ab1056cb9,Subscription Premium Renew,"{'Start Date': '2022-02-08', 'Renewal Date': '2023-02-08', 'Membership Type': 'Yearly'}",2022-02-07 01:12:25,1,2022-02-07 13:17:59,2022-02-07 01:12:25,1,1
15784,e9d3ed667548f488fdd36a189a8b54a5,Subscription Premium Renew,"{'Start Date': '2022-03-20', 'Renewal Date': '2022-04-20', 'Membership Type': 'Monthly'}",2022-03-19 01:13:28,0,2022-04-16 20:50:39,2022-03-19 01:13:28,0,0
15793,ea6358a9d02621e67b997b4a306e3f68,Subscription Premium Renew,"{'Start Date': '2022-03-22', 'Renewal Date': '2022-04-22', 'Membership Type': 'Monthly'}",2022-03-21 01:14:08,0,2022-04-16 20:50:39,2022-03-21 01:14:08,0,0
15920,eca8af1b62d781deaf95e6180e7b3369,Subscription Premium Renew,"{'Start Date': '2022-02-24', 'Renewal Date': '2023-02-24', 'Membership Type': 'Yearly'}",2022-02-23 01:17:15,0,2022-04-16 20:50:39,2022-02-23 01:17:15,1,0
15932,ed1ce2f1276a0eb2c8311b498d384dc8,Subscription Premium Renew,"{'Start Date': '2022-03-20', 'Renewal Date': '2023-03-20', 'Membership Type': 'Yearly'}",2022-03-19 01:58:38,1,2022-03-19 09:21:32,2022-03-19 01:58:38,1,1
16020,f007782630c25e5e80bd819b0c0936c0,Subscription Premium Renew,"{'Start Date': '2022-03-13', 'Renewal Date': '2023-03-13', 'Membership Type': 'Yearly'}",2022-03-12 01:12:36,0,2022-04-16 20:50:39,2022-03-12 01:12:36,1,0
16163,f2debb6860a30a7c7f35eee46956a923,Subscription Premium Renew,"{'Start Date': '2022-02-27', 'Renewal Date': '2023-02-27', 'Membership Type': 'Yearly'}",2022-02-26 01:08:27,0,2022-04-16 20:50:39,2022-02-26 01:08:27,1,0
16181,f341a5d55ed7086f92b7d590c56ffa0e,Subscription Premium Renew,"{'Start Date': '2022-04-11', 'Renewal Date': '2022-05-11', 'Membership Type': 'Monthly'}",2022-04-10 12:55:40,0,2022-04-16 20:50:39,2022-04-10 12:55:40,0,0
16185,f344be2d9a042b7444f3cc5279e38ef1,Subscription Premium Renew,"{'Start Date': '2022-02-17', 'Renewal Date': '2022-03-17', 'Membership Type': 'Monthly'}",2022-02-16 01:03:00,0,2022-04-16 20:50:39,2022-04-16 01:12:44,0,1
16188,f344be2d9a042b7444f3cc5279e38ef1,Subscription Premium Renew,"{'Start Date': '2022-03-17', 'Renewal Date': '2022-04-17', 'Membership Type': 'Monthly'}",2022-03-16 01:19:46,0,2022-04-16 20:50:39,2022-04-16 01:12:44,0,1
16189,f344be2d9a042b7444f3cc5279e38ef1,Subscription Premium Renew,"{'Start Date': '2022-04-17', 'Renewal Date': '2022-05-17', 'Membership Type': 'Monthly'}",2022-04-16 01:12:44,0,2022-04-16 20:50:39,2022-04-16 01:12:44,0,1
16301,f510005f651751e9dd7fcf15fab240c3,Subscription Premium Renew,"{'Start Date': '2022-02-08', 'Renewal Date': '2022-03-08', 'Membership Type': 'Monthly'}",2022-02-07 01:13:25,1,2022-02-08 17:43:59,2022-02-07 01:13:25,0,1
16470,f51c5064de884e6c54cd3fdf2fcfff02,Subscription Premium Renew,"{'Start Date': '2022-04-15', 'Renewal Date': '2022-05-15', 'Membership Type': 'Monthly'}",2022-04-14 01:16:48,0,2022-04-16 20:50:39,2022-04-14 01:16:48,0,0
16498,f5988bc8ddb1a5733677d81109fe453b,Subscription Premium Renew,"{'Start Date': '2022-02-16', 'Renewal Date': '2023-02-16', 'Membership Type': 'Yearly'}",2022-02-15 01:07:21,0,2022-04-16 20:50:39,2022-02-15 01:07:21,1,0
16506,f5d978b869b677735ae8ea2c93cc6d71,Subscription Premium Renew,"{'Start Date': '2022-03-10', 'Renewal Date': '2022-04-10', 'Membership Type': 'Monthly'}",2022-03-09 01:13:07,0,2022-04-16 20:50:39,2022-04-09 01:13:02,0,0
16507,f5d978b869b677735ae8ea2c93cc6d71,Subscription Premium Renew,"{'Start Date': '2022-04-10', 'Renewal Date': '2022-05-10', 'Membership Type': 'Monthly'}",2022-04-09 01:13:02,0,2022-04-16 20:50:39,2022-04-09 01:13:02,0,0
16508,f662f8ab01bb3b27860d8a0a74a0546c,Subscription Premium Renew,"{'Start Date': '2022-02-11', 'Renewal Date': '2023-02-11', 'Membership Type': 'Yearly'}",2022-02-10 01:13:43,0,2022-04-16 20:50:39,2022-02-10 01:13:43,1,0
16516,f71d97f27525dd75106f9c593e31abf4,Subscription Premium Renew,"{'Start Date': '2022-03-14', 'Renewal Date': '2022-04-14', 'Membership Type': 'Monthly'}",2022-03-13 01:10:41,0,2022-04-16 20:50:39,2022-04-13 01:15:29,0,0
16518,f71d97f27525dd75106f9c593e31abf4,Subscription Premium Renew,"{'Start Date': '2022-04-14', 'Renewal Date': '2022-05-14', 'Membership Type': 'Monthly'}",2022-04-13 01:15:29,0,2022-04-16 20:50:39,2022-04-13 01:15:29,0,0
16519,f7969f6c5da30b31f73be28b6459d221,Subscription Premium Renew,"{'Start Date': '2022-02-12', 'Renewal Date': '2022-03-12', 'Membership Type': 'Monthly'}",2022-02-11 01:15:32,0,2022-04-16 20:50:39,2022-04-11 01:13:35,0,0
16520,f7969f6c5da30b31f73be28b6459d221,Subscription Premium Renew,"{'Start Date': '2022-03-12', 'Renewal Date': '2022-04-12', 'Membership Type': 'Monthly'}",2022-03-11 01:07:39,0,2022-04-16 20:50:39,2022-04-11 01:13:35,0,0
16521,f7969f6c5da30b31f73be28b6459d221,Subscription Premium Renew,"{'Start Date': '2022-04-12', 'Renewal Date': '2022-05-12', 'Membership Type': 'Monthly'}",2022-04-11 01:13:35,0,2022-04-16 20:50:39,2022-04-11 01:13:35,0,0
16560,f8934a7f963c7cbb2858e5b575d6a7bd,Subscription Premium Renew,"{'Start Date': '2022-02-16', 'Renewal Date': '2023-02-16', 'Membership Type': 'Yearly'}",2022-02-15 01:13:35,0,2022-04-16 20:50:39,2022-02-15 01:13:35,1,0
16584,f94fda42ba20f0510307fe532de1c8a6,Subscription Premium Renew,"{'Start Date': '2022-03-13', 'Renewal Date': '2022-04-13', 'Membership Type': 'Monthly'}",2022-03-12 01:12:35,0,2022-04-16 20:50:39,2022-04-12 01:15:24,0,0
16597,f94fda42ba20f0510307fe532de1c8a6,Subscription Premium Renew,"{'Start Date': '2022-04-13', 'Renewal Date': '2022-05-13', 'Membership Type': 'Monthly'}",2022-04-12 01:15:24,0,2022-04-16 20:50:39,2022-04-12 01:15:24,0,0
16610,fa16e4face5df7e1fb158c2689f64b89,Subscription Premium Renew,"{'Start Date': '2022-02-17', 'Renewal Date': '2023-02-17', 'Membership Type': 'Yearly'}",2022-02-16 01:13:21,0,2022-04-16 20:50:39,2022-02-16 01:13:21,1,0
16667,fa60c0929575adbec4e933fa4fcbaf46,Subscription Premium Renew,"{'Start Date': '2022-02-03', 'Renewal Date': '2023-02-03', 'Membership Type': 'Yearly'}",2022-02-02 01:02:36,0,2022-04-16 20:50:39,2022-02-02 01:02:36,1,0
16791,fc8cd52c073c56ad5f635f44097de339,Subscription Premium Renew,"{'Start Date': '2022-03-02', 'Renewal Date': '2022-04-02', 'Membership Type': 'Monthly'}",2022-03-01 01:04:07,0,2022-04-16 20:50:39,2022-04-01 01:15:33,0,0
16792,fc8cd52c073c56ad5f635f44097de339,Subscription Premium Renew,"{'Start Date': '2022-04-02', 'Renewal Date': '2022-05-02', 'Membership Type': 'Monthly'}",2022-04-01 01:15:33,0,2022-04-16 20:50:39,2022-04-01 01:15:33,0,0
